Title,Artist,Date,Medium,Dimensions,URL,Circumference (cm),Depth (cm),Diameter (cm),Height (cm),Length (cm),Weight (kg),Width (cm),Seat Height (cm),Duration (sec.)
Plate (folio 8) from Utinoe gnezdyshko... durnykh slov (A Little Duck's Nest... of Bad Words),Olga Rozanova,1913,Lithograph from an illustrated book with twenty-two lithographs and lithographed manuscript texts,"composition (irreg.): 5 9/16 × 2 3/16"" (14.2 × 5.6 cm); page: 6 7/8 × 4 7/16"" (17.4 × 11.2 cm)",http://www.moma.org/collection/works/11976,,,,14.2,,,5.6,,
",MR43.112,Mies van der Rohe Archive,Architecture & Design,,Y,170136,http://www.moma.org/collection/works/170136,http://www.moma.org/media/W1siZiIsIjI3MjI1MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=52ea5b79bb6ee4ef,,,,20.9550419101,,,29.2100584201,,
Untitled from Sunset,Andy Warhol,6246,(American"," 1928–1987)""","composition and sheet: 34 1/16 x 34"" (86.5 x 86.4 cm)
BIRDLOVER,Adja Yunkers,6526,(American"," born Latvia. 1900–1983)""",(American),491.1954.6,Drawings & Prints,1954-09-30,N,144901,,,,,
Untitled,Unknown photographer,"June 24, 1938",Gelatin silver print,"Approx. 2 × 2"" (5.1 × 5.1 cm)",http://www.moma.org/collection/works/277519,,,,5.08001016,,,5.08001016,,
"Auto-Destructive Construction, Festival of Misfits, ICA, London, October 23- November 8, 1962",Gustav Metzger,1962,Gelatin silver print,"sheet: 10 × 8"" (25.4 × 20.3 cm)",,,,,25.4,,,20.3,,
"Bankers, London",Robert Frank,1951,Gelatin silver print,"8 13/16 × 13"" (22.5 × 33 cm)",,,,,22.5,,,33.0,,
Light Violet,Sam Francis,1963,Lithograph,"composition and sheet: 22 1/2 x 30 1/16"" (57.2 x 76.4cm)",http://www.moma.org/collection/works/75572,,,,57.2,,,76.4,,
Daphne Bors. Stephanie Brohon. Julien Hugonnier. Pourquoi ne faites-vous pas d'art?,Various Artists,1994,Cassette tape,"case: 4 1/4 × 2 3/4 × 11/16"" (10.8 × 7 × 1.7 cm)",http://www.moma.org/collection/works/184231,,1.7,,10.8,,,7.0,,
"Die Aktion, vol. 3, no. 28",,"July 12, 1913",Periodical with reproduction on cover,"page (each approx.): 12 1/8 x 9 1/8"" (30.8 x 23.2 cm)",,,,,30.8,,,23.2,,
"Seagram Building, New York City, New York, Floor plan","Ludwig Mies van der Rohe, Philip Johnson, Kahn & Jacobs",c. 1954-58,Ink on ozalid,"18 3/4 x 31"" (47.6 x 78.7 cm)",Illustrated book with twenty-seven lithographs,Gift of Benjamin Shiff,31.1990.1-27,Illustrated Book,Drawings & Prints,1990-01-16,Y,10360,http://www.moma.org/collection/works/10360,
Prologue to the Story of the Birth of Freedom,Paul Pfeiffer,2000,"Two digital videos (color, silent; 0:04 min. and 0:06 min.), two LCD monitors, and two metal armatures","8 x 19 x 6"" (20.3 x 48.3 x 15.2 cm)",http://www.moma.org/collection/works/109020,,,,,,,,,
Little Orphan Annie in a Pittsburgh Institution,Lewis W. Hine,1909,Gelatin silver print,"6 9/16 × 4 3/8"" (16.7 × 11.1 cm)",,,,,16.6688,,,11.1125,,
St. Sebastian,Julian Schnabel,1979,Oil and wax on canvas,"111 x 66"" (281.9 x 167.6 cm)",http://www.moma.org/collection/works/189602,,0.0,,281.9405638811,,,167.6403352807,,
Head of a Girl I,Lucian Freud,1982,Etching,"plate:  4 1/2 x 4 9/16"" (11.4 x 11.6 cm); sheet:  10 3/8 x 9 7/16"" (26 x 24 cm)",http://www.moma.org/collection/works/70993,,,,11.4,,,11.6,,
"Brochure, invitation, magazine for Once Upon a Time, Deutsche Guggenheim, Berlin, July 8–October 9, 2011",Aleksandra Mir,2011,"Exhibition brochure, invitation card, and magazine",various dimensions,http://www.moma.org/collection/works/166449,,0.0,,18.0,,,10.0,,
Statement from the Museum in Progress project TransAct: Transnational Activities in the Cultural Field,Pierre Bourdieu,"(newspaper published January 17, 2001)","Lithograph, offset printed","sheet (each): 18 1/2 x 12 3/8"" (47 x 31.5 cm)",,,,,47.0,,,31.5,,
The Other's Health (La Sante de l'autre) from Intimacies (Intimités),Félix Vallotton,1897,Woodcut,"composition: 7 x 8 3/4"" (17.8 x 22.3 cm); sheet: 9 13/16 x 12 3/4"" (25 x 32.4 cm)",http://www.moma.org/collection/works/64113,,,,17.8,,,22.3,,
Water Structures,Jan Dibbets,1973,Chromogenic color print,"8 9/16 × 11 3/16"" (21.7 × 28.4 cm)
Nepal,Dorothea Lange,3373,(American","15 7/8 × 19 13/16"" (40.3 × 50.4 cm)",517.1995,Photograph,Photography,1995-06-15,Y,54628,http://www.moma.org/collection/works/54628,http://www.moma.org/media/W1siZiIsIjMzNzYwMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=76e22f970573da48,
Gift 20-Clay (Kindergarten material based on the educational theories of Friedrich Froebel),Unknown Artist,1899,Various materials,"7 1/2 x 9 1/2"" (19.1 x 24.1 cm)",http://www.moma.org/collection/works/162482,,,,19.0500381001,,,24.1300482601,,
Water Structures,Jan Dibbets,1973,Chromogenic color print,"8 9/16 × 11 3/16"" (21.7 × 28.4 cm)
Composition,Harry van Kruiningen,3267,(Dutch","composition: 17 3/8 x 23 1/4"" (44.1 x 59cm); sheet: 18 11/16 x 25 1/8"" (47.5 x 63.8cm)",272.1952,Print,Drawings & Prints,1952-11-07,Y,65739,http://www.moma.org/collection/works/65739,http://www.moma.org/media/W1siZiIsIjIxNTE3MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e331668d46892305,
Flower Drawing,Hannah Wilke,1978,Sepia ink on paper,"22 3/8 x 30 1/4"" (56.8 x 76.8 cm)",http://www.moma.org/collection/works/113874,,,,56.8326136652,,,76.8351536703,,
",Committee on Photography Fund,13.2015,Photograph,Photography,2015-01-29,Y,180047,http://www.moma.org/collection/works/180047,http://www.moma.org/media/W1siZiIsIjMxNDUxOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9cce5a5e11aed2f0,,,,17.0,,,20.4,,
Prints:  various dimensions.",Purchase Fund,,,,
",35 7/8 x 24"""" (91.1 x 61 cm)""",The Judith Rothschild Foundation Contemporary Drawings Collection Gift,http://www.moma.org/collection/works/97883,http://www.moma.org/media/W1siZiIsIjE0Mjc3OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=cc45025404b36ed7,,
",The Family of Man Fund", Carol and David Appel Family Fund,164456,http://www.moma.org/collection/works/164456,http://www.moma.org/media/W1siZiIsIjI1ODY1NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b6d01612c5b38cd1,
Valencia,Henri Laurens,1927,Etching,"plate: 6 5/8 x 8 5/8"" (16.8 x 21.9 cm); sheet: 12 5/8 x 19 5/8"" (32 x 49.8 cm)",http://www.moma.org/collection/works/59909,,,,16.8,,,21.9,,
"Simultaneous Performances, performed during Neo-Dada in der Musik, Kammerspiele, Düsseldorf, June 16, 1962",,1962,,,,,0.0,,0.0,,,0.0,,
Apalled & Revered,William T. Wiley,2002,"Watercolor, colored pencil, felt-tip pen, gouache, and pencil on paper","20 x 14 1/4"" (50.8 x 36.2 cm)
Platte River",(Male),Gelatin silver print,"10 7/8 × 7 7/16"" (27.6 × 18.9 cm)",Gift of the artist,302.2003,Photograph,Photography,2003-10-09,N,89082
"Untitled (""Surrender ceremonies onboard the USS Missouri, Tokyo Bay, Japan"")",U.S. Army Signal Corps,"September 2, 1945",Gelatin silver print,"7 15/16 × 10"" (20.3 × 25.4 cm)",http://www.moma.org/collection/works/132536,,,,20.3,,,25.4,,
"(Three men working on scaffolding, hull of ship)",Homer Page,1933-58,Photograph,"36 1/16 × 23 5/8"" (91.5 × 59.9 cm)",,,,,91.5,,,59.9,,
Parc de Saint-Cloud,Eugène Atget,1919-21,Albumen silver print,"Approx. 8 7/8 × 7"" (22.5 × 17.8 cm)",http://www.moma.org/collection/works/40357,,,,22.5,,,17.8,,
Ride to da Club,Kalup Linzy,2002,"Video (black and white, sound)",5:06 min.,http://www.moma.org/collection/works/117953,,,,,,,,,306.0
Untitled,Mateo López,(2008-10),Pencil on paper,"10 7/8 x 9 13/16"" (27.6 x 24.9 cm)",,,0.0,,27.6225552451,,,24.9237998476,,
Group at Bonaly Tower,"David Octavius Hill, Robert Adamson",1840,Carbon print,"6 × 8"" (15.3 × 20.4 cm)",http://www.moma.org/collection/works/57733,,,,15.3,,,20.4,,
"Selma, Alabama",Richard Benson,2007,Pigmented inkjet print,"11 5/8 × 17 3/8"" (29.5 × 44.1 cm)
Untitled,Luigi Ghirri,39882,(Italian","4 9/16 × 6 7/8"" (11.6 × 17.5 cm)",453.2013.15,Photograph,Photography,2013-05-09,Y,165406,http://www.moma.org/collection/works/165406,http://www.moma.org/media/W1siZiIsIjI3MTgzNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b4c397901a66d3ea,
TENORI-ON digital music instrument,Toshio Iwai,2004,"ABS, aluminum, LEDs, and electronics","8 1/16 x 8 1/16 x 1 5/16"" (20.5 x 20.5 x 3.4 cm)",http://www.moma.org/collection/works/126954,,3.4,,20.5,,,20.5,,
Untitled,Alberto Giacometti,c. 1954-56,Lithograph,"composition: 24 1/16 x 18 13/16"" (61.1 x 47.8 cm); sheet: 28 3/8 x 21 7/8"" (72 x 55.5 cm)",http://www.moma.org/collection/works/64922,,,,61.1,,,47.8,,
"THE SPANIARD (headpiece, folio 11) from ÉLOGE DE VAN DONGEN",Kees van Dongen,1957,,"irreg. composition  7 11/16 x 6 9/16"" (19.5 x 16.7 cm)",,,,,19.5,,,16.7,,
"Solo for Guitar, outside Hardware Poet’s Playhouse, Yam Festival, May 11, 1963",Robin Page,1963,Gelatin silver print,"sheet: 6 15/16 × 9 11/16"" (17.6 × 24.6 cm)",,,,,17.6,,,24.6,,
Untitled from Blueberry Surprise,Joseph Grigely,2006,One from a portfolio of 44 offset lithographs,"sheet: 11 x 8 7/16"" (28 x 21.4 cm); composition: 7 3/16 x 4 15/16"" (18.3 x 12.5 cm)",,,,,28.0,,,21.4,,
UN COIN DE LA COUR. ST.-JULIEN-LE-PAUVRE,Eugène Atget,1913,Albumen silver print,,,,,,,,,,,
",Gift of Kleiner"," Bell & Co.""",http://www.moma.org/collection/works/76268,,,
Bricks and Bottles,Tony Cragg,1982,Bricks and glass,"overall 9' 6 1/4"" x 43"" x 3"" (290.2 x 109.2 x 7.6 cm)",http://www.moma.org/collection/works/81060,,7.6,,290.2,,,109.2,,
Dark Blue and Red (Bleu foncé et rouge) from Suite of Twenty-Seven Color Lithographs,Ellsworth Kelly,1964–65,One from a series of twenty-seven lithographs,"composition (irreg.): 12 11/16 x 25 3/16"" (32.3 x 64 cm); sheet: 23 3/4 x 35 1/4"" (60.3 x 89.5 cm)",http://www.moma.org/collection/works/72668,,,,32.3,,,64.0,,
Plate 5 (folio 4) from YVETTE GUILBERT (proof before text),Henri de Toulouse-Lautrec,1894,,"irreg composition  12 3/16 x 5 15/16"" (31 x 15.2 cm)",,,,,31.0,,,15.2,,
"Sobstvennye rasskazy, stikhi i pesni detei",Natal'ia Nagorskaia,1923,,"Page (irreg.): 7 1/16 x 5 3/8"" (18 x 13.6 cm)",,,,,18.0,,,13.6,,
Untitled from The New York Collection for Stockholm,James Rosenquist,1973,"Screenprint from a portfolio of seventeen screenprints, nine lithographs, two lithographs with screenprint, one photocopy, and one photograph","composition (irreg.): 8 11/16 x 11 1/2"" (22.1 x 29.2cm); sheet: 9 x 12"" (22.9 x 30.5cm)",http://www.moma.org/collection/works/72066,,,,22.1,,,29.2,,
"Somisa Building, Buenos Aires, Argentina,",Mario Roberto Álvarez,1966,Gelatin silver print,"app. 8x10""",,,,,,,,,,
Ellipsoid,Edward W. Quigley,1931,Gelatin silver print,"13 1/4 × 10 5/8"" (33.7 × 27 cm)",,,,,33.7,,,27.0,,
"Sher-e-Bangla Nagar, Capital of Bangladesh, Dhaka, Bangladesh, National Assembly Building: plan sketch",Louis I. Kahn,1963,Charcoal on tracing paper,"10 1/8 x 11 7/8"" (25.7 x 30.2 cm)",http://www.moma.org/collection/works/518,,,,25.7,,,30.2,,
Unfall im Wiener Wald from the Museum in Progress project TransAct: Transnational Activities in the Cultural Field,"Anna Blume, Bernhard Blume","(newspaper published March 16, 2000)","Lithograph, offset printed","sheet: 18 1/2 x 12 3/8"" (47 x 31.5 cm)",,,,,47.0,,,31.5,,
Nude Narrative,Ralph Hocking,1986,"Video (color, sound)",6 min.,http://www.moma.org/collection/works/120373,,,,,,,,,360.0
ROUEN. FONTAINE JEAN GOUJON. NORD DE SAINT-MACLOU,Eugène Atget,1907,Albumen silver print,,,,,,,,,,,
New York,Garry Winogrand,1961,Gelatin silver print,"8 7/8 × 13 3/8"" (22.5 × 34 cm)",,,,,22.5,,,34.0,,
"Proof of 5th color for Plate 9 (supplementary suite, plate 112) from FOUR TALES FROM THE ARABIAN NIGHTS",Marc Chagall,1941-1948,,"irreg. composition  14 13/16 x 11 3/8"" (37.6 x 28.9 cm)",,,,,37.6,,,28.9,,
"Ni znakhar', ni bog, ni angely boga - krest'ianstvu ne podmoga",Vladimir Mayakovsky,1923,Cover with letterpress lettering and illustration on front; 26 letterpress illustrations,"Page: 6 5/8 x 4 15/16"" (16.8 x 12.6 cm)",,,,,16.8,,,12.6,,
Balletto,Mario De Biasi,1953,Gelatin silver print,"9 3/8 × 7 1/8"" (23.8 × 18.0 cm)",http://www.moma.org/collection/works/53581,,,,23.8,,,18.0,,
Folio 28 from Mirskontsa (Worldbackwards),"Various Artists, Natalia Goncharova, Mikhail Larionov, Nikolai Rogovin, Vladimir Tatlin",1912,"Lithograph with lithographed manuscript text from an illustrated book with twenty-seven lithographs (thirteen with lithographed manuscript text), six rubber-stamped texts, five lithographed manuscript texts, and collaged cover","page (each approx.): 7 1/2 × 5 13/16"" (19 × 14.7 cm); overall (closed): 7 1/2 × 6 1/16 × 1/4"" (19 × 15.4 × 0.6 cm)",http://www.moma.org/collection/works/400318,,,,19.0,,,14.7,,
Untitled,Marcel Dzama,(2002),"Ink, watercolor, and root beer concentrate on paper","11 x 14"" (27.9 x 35.6 cm)",http://www.moma.org/collection/works/95861,,,,27.9401,,,35.5601,,
"Aspen, no. 4",Various Artists,1967,Periodical with flexi-disc,"overall (box): 12 1/16 × 9 1/8 × 13/16"" (30.7 × 23.1 × 2 cm)",http://www.moma.org/collection/works/184307,,2.0,,30.7,,,23.1,,
First Cataract of the Nile near Philas,John B. Greene,1855-1856,Salted paper print from a paper negative,"9 3/16 × 11 3/4"" (23.4 × 29.9 cm)",http://www.moma.org/collection/works/44021,,,,23.4,,,29.9,,
"Apple Core, Black & White State",Claes Oldenburg,1989–91,Lithograph,"composition (irreg.): 17 x 13 13/16"" (43.2 x 35.1cm); sheet (irreg.): 31 1/2 x 22 1/2"" (80 x 57.1cm)",http://www.moma.org/collection/works/63371,,,,43.2,,,35.1,,
Death by Burning,Ben L. Culwell,(c. 1942),Tempera with egg white,"12 1/8 x 9 5/8"" (30.8 x 24.4 cm)",,,,,30.8,,,24.4,,
Port de Solférino,Eugène Atget,1911,Albumen silver print,"Approx. 8 11/16 × 7 1/16"" (22 × 18 cm)",http://www.moma.org/collection/works/39647,,,,,,,,,
E. seated from The Nude Man,Beth Van Hoesen,1965,"Etching and aquatint from a book of twenty etchings (six with drypoint and six with aquatint), four drypoints, and one engraving","plate: 5 7/8 x 5 3/16"" (15 x 13.2 cm); sheet (irreg.): 14 15/16 x 11"" (38 x 28 cm)
Table for Flux Atlas,"","","","","","","",,,36 7/8 x 73 1/4 x 25 3/8"""" (93.7 x 186.1 x 64.5 cm)""",,,64.4526289053,,93.6626873254,,,186.0553721107,,
Atlas from Containers,Dieter Roth,"1972, published 1973",Engraving,"plate: 6 1/8 x 7 3/4"" (15.6 x 19.7cm); sheet (irreg.): 18 1/4 x 22 5/8"" (46.4 x 57.5 cm)",http://www.moma.org/collection/works/65581,,,,15.6,,,19.7,,
"Metal table (Plan, frontal and lateral elevations)",Lilly Reich,1934,Pencil on tracing paper,"12 1/2 x 17 5/8"" (31.8 x 44.8 cm)",,,,,31.7500635001,,,44.7675895352,,
"DANCING FIGURE (plate, folio 59) from WOODCUTS",Max Weber,(Print executed 1919-1920),"Woodcut, printed in color","irreg. composition  4 1/4 x 1 7/8"" (10.8 x 4.8 cm)",,,,,10.8,,,4.8,,
Fixed Intervals/6,"Louise Lawler, Allan McCollum",1988–92,One from set of five brass objects,".a: 4 1/4 × 5 3/4 × 1/2"" (10.8 × 14.6 × 1.3 cm)
Sunset",(Male),Gelatin silver print,"7 5/8 × 9 5/8"" (19.3 × 24.4 cm)",Gift of David H. McAlpin,1906.1968,Photograph,Photography,1968-05-01,Y,58489
",Frame: 27 1/2 x 27 1/2 x 1 1/2"""" (69.9 x 69.9 x 3.8 cm)"
I from Landscape with Cypresses,Joan Hernández Pijuan,1985,Etching and aquatint,"plate: 14 3/4 x 22 3/8"" (37.5 x 56.9cm); sheet (slightly irreg.): 22 1/2 x 30 1/8"" (57.2 x 76.5cm)",http://www.moma.org/collection/works/62559,,,,37.5,,,56.9,,
"Untitled (View of the Studio with Endless Column, Beginning of the World, Adam and Eve, Bird in Space, and Torso of a Young Girl)",Constantin Brâncuși,1922,Gelatin silver print,"9 1/16 × 6 11/16"" (23 × 17 cm)",http://www.moma.org/collection/works/57185,,,,23.0,,,17.0,,
Album (Kindergarten material based on the educational theories of Friedrich Froebel),Unknown Artist,c. 1900,Various materials,"10 1/2 x 10 1/4"" (26.7 x 26 cm)",,,0.0,,0.0,26.0350520701,,26.6700533401,,
PUITS INSTITUT,Eugène Atget,1922,Albumen silver print,"Approx. 8 11/16 × 7 1/16"" (22 × 18 cm)",,,,,,,,,,
",Gift of Abby Aldrich Rockefeller (by exchange),384.1984,Drawing,Drawings & Prints,1984-11-29,Y,36616,http://www.moma.org/collection/works/36616,http://www.moma.org/media/W1siZiIsIjMyMzc4NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2807f9e8fd0e8993,,,,43.2,,,142.5,,
Cyrtolobus Pallidifrontis from Horned Beetles and Other Insects,Leonard Baskin,369,(American"," 1922–2000)""","Plate: 1 x 1 3/16"" (2.5 x 3 cm); Sheet (irreg.): 6 5/16 x 9 3/8"" (16.1 x 23.8 cm)",Gift of the artist,556.1959,,,2.5,,,3.0,,
Billboard,André Kertész,1962,Gelatin silver print,"13 5/8 × 9 3/4"" (34.7 × 24.8 cm)",http://www.moma.org/collection/works/57453,,,,34.7,,,24.8,,
"Duplicate of plate from page 204 (supplementary suite, plate 69) from LA BELLE ENFANT",Raoul Dufy,1930,,"irreg. composition  9 5/16 x 6 3/8"" (23.7 x 16.2 cm)",,,,,23.7,,,16.2,,
Plate (folio 21) from Memory of the Skin,Klaus Rinke,1987,One from an illustrated book with thirteen pencil drawings (including front cover and broadside announcement),"composition (irreg.): 13 3/8 × 11"" (34 × 28 cm); page (irreg. each approx.): 15 9/16 × 11 1/4"" (39.5 × 28.5 cm)",http://www.moma.org/collection/works/13526,,,,34.0,,,28.0,,
"Plate (volume I, folio 15) from FORMULATION: ARTICULATION",Josef Albers,1970-1972,"Screenprint, printed in color","composition  11 15/16 x 14 1/4"" (30.4 x 36.2 cm)",,,,,30.4,,,36.2,,
Untitled,Keld Helmer-Petersen,c. 1950,Gelatin silver print,"9 1/2 × 6 9/16"" (24.1 × 16.7 cm)",http://www.moma.org/collection/works/182639,,,,24.1,,,16.7,,
Portrait of Myself When Young,Ben Shahn,(1943),Gouache on board,"20 x 27 7/8"" (50.8 x 70.8 cm)",http://www.moma.org/collection/works/35856,,,,50.8,,,70.8,,
Blue Room Event,"Yoko Ono, John Lennon",1971,Box containing 26 rubber stamps,"Box: 4 15/16 x 6 1/2 x 3 1/2"" (12.5 x 16.5 x 8.9 cm)",,,8.9,,12.5,,,16.5,,
Nagauta Shamisen,Kazumasa Nagai,1981,Offset lithograph,"40 1/2 x 28 3/4"" (103 x 72.8 cm)",http://www.moma.org/collection/works/7827,,,,103.0,,,72.8,,
LES MAISONS DE LA RUE SAINT JULIEN LE PAUVRE,Eugène Atget,1912,Albumen silver print,"Approx. 7 1/16 × 8 9/16"" (18 × 21.8 cm)",,,,,,,,,,
The President (Abraham Lincoln) and General McClellan on the Battlefield of Antietam,Alexander Gardner,1862,"Gelatin silver print, printed later","19 1/2 × 15 3/4"" (49.5 × 40.0 cm)",http://www.moma.org/collection/works/55017,,,,49.5,,,40.0,,
Weed Study,Harry Callahan,1948,Gelatin silver print,"2 5/16 × 2 3/16"" (5.8 × 5.5 cm)
Black box (Schwarzer kasten) from En Bloc,Blinky Palermo,4474,(German","overall: 5 7/8 x 5 7/8 x 1 15/16"" (15 x 15 x 5 cm)",167.1985.10,Print,Drawings & Prints,1985-06-04,N,149736,,,
Plate (folio 7) from Five Works,Jene Highstein,1987–88,,"plate  6 15/16 x 4 15/16"" (17.7 x 12.5 cm)",,,,,17.7,,,12.5,,
Weekly Market in Cologne,August Sander,c. 1925,Gelatin silver print,"10 3/16 × 7 3/8"" (25.8 × 18.7 cm)",http://www.moma.org/collection/works/194115,,,,,,,,,
(Man In Suit Sitting On Curb),Wayne Miller,1945,Gelatin silver print,"8 × 8"" (20.3 × 20.3 cm)",,,,,20.3,,,20.3,,
Untitled photograph from the Apollo 11 mission,NASA,July 1969,Gelatin silver print,"7 1/2 × 7 1/2"" (19.1 × 19.1 cm)",http://www.moma.org/collection/works/201454,,,,19.0500381001,,,19.0500381001,,
"Flyer for Rainbow Event No. 1-6 and Environment No. 1-3, Smolin Gallery, New York, September-October, 1964",,1964,Offset lithograph,"7 5/8 x 5 1/8"" (19.4 x 13 cm)",,,,,19.4,,,13.0,,
"Untitled from The Bride Stripped Bare by Her Bachelors, Even (The Green Box) (La mariée mise à nu par ses célibataires, même [Boîte verte])",Marcel Duchamp,1934,Collotype reproduction from a box with ninety-four collotype reproductions (some with lithograph),"sheet: 4 x 5 3/16"" (10.2 x 13.1 cm)",http://www.moma.org/collection/works/174611,,,,10.2,,,13.1,,
Untitled from Cuban Sketch Book,Jules Pascin,"(Cuba, c. 1914-20)",Crayon and pencil on paper,"7 7/8 x 10 1/4"" (20 x 26 cm)",http://www.moma.org/collection/works/34271,,,,20.0,,,26.0,,
"Ono Box, UltraBox",Yoko Ono,,Deluxe edition of Yoko Ono's 6-CD compilation in special box with a signed glass key,"7 11/16 x 10 1/16 x 7 15/16"" (19.5 x 25.5 x 20.2 cm)",,,20.2,,19.5,,,25.5,,
In-text plate (page 117) from LA PRINCESSE DE BABYLONE,Kees van Dongen,1942-1948,,"irreg. composition  9 1/4 x 7 3/8"" (23.5 x 18.8 cm)",,,,,23.5,,,18.8,,
4th table of plates from LES ÂMES MORTES,Marc Chagall,1923-1948,"Etching, printed in black","plate  11 1/4 x 8 15/16"" (28.5 x 22.7 cm)",,,,,28.5,,,22.7,,
"Untitled, from the series Ceasefire (Waffenruhe)",Michael Schmidt,1985-57,Gelatin silver print,"19 3/8 × 15 3/8"" (49.2 × 39 cm)",,,,,49.2,,,39.0,,
In-text plate (page 49) from TÊTE D'OR,Roger de La Fresnaye,1911-1950,,"irreg. composition  5 11/16 x 4 5/16"" (14.4 x 10.9 cm)",,,,,14.4,,,10.9,,
The Persian Jacket,Grace Hartigan,1952,Oil on canvas,"57 1/2 x 48"" (146 x 121.9 cm)",http://www.moma.org/collection/works/79636,,,,146.0,,,121.9,,
