Title,Artist,ConstituentID,ArtistBio,Nationality,BeginDate,EndDate,Gender,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,ObjectID,URL,ThumbnailURL,Circumference (cm),Depth (cm),Diameter (cm),Height (cm),Length (cm),Weight (kg),Width (cm),Seat Height (cm),Duration (sec.)
Laundry,José Pavon,4528,"(Mexican, born 1902)",(Mexican),(1902),(0),(Male),1931,Lithograph,"Comp. 8 9/16 x 10 15/16"" (21.8 x 27.8 cm)",Gift of Abby Aldrich Rockefeller,1555.1940,Print,Drawings & Prints,1940-04-05,N,77146,,,,,,21.8,,,27.8,,
Maya Workers,Jean Charlot,1074,"(American, born France. 1898–1979)",(American),(1898),(1979),(Male),1929,Lithograph,"composition: 7 5/16 x 4 9/16"" (18.5 x 11.6cm); sheet: 11 7/16 × 7 15/16"" (29 × 20.2 cm)",Gift of Abby Aldrich Rockefeller,686.1940,Print,Drawings & Prints,1940-04-05,Y,73137,http://www.moma.org/collection/works/73137,http://www.moma.org/media/W1siZiIsIjI2MjQ0NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6b3b29235b9788e6,,,,18.5,,,11.6,,
"La Monte Young's Composition 1960 #10 (to Bob Morris) performed by Nam June Paik during Fluxus Internationale Festspiele Neuester Musik, Städtisches Museum, Wiesbaden, September 1–23, 1962","La Monte Young, Nam June Paik","6520, 4469","(American, born 1935) (American, born Korea. 1932–2006)",(American) (American),(1935) (1932),(0) (2006),(Male) (Male),1962,Gelatin silver print,"image and sheet: 6 3/8 x 8 1/4"" (16.2 x 20.9 cm)",The Gilbert and Lila Silverman Fluxus Collection Gift,2840.2008,Photograph,Drawings & Prints,2008-10-08,Y,127631,http://www.moma.org/collection/works/127631,http://www.moma.org/media/W1siZiIsIjE5MDAwNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c9ac18d486a3af97,,,,16.2,,,20.9,,
Archival envelope,Ben Kinmont,41829,"(American, born 1963)",(American),(1963),(0),(Male),n.d.,Archival envelope,"9 1/2 × 11 3/4"" (24.1 × 29.8 cm)",Fund for the Twenty-First Century,180.2018.48,Ephemera,Drawings & Prints,2018-03-21,N,297170,,,,0.0,,24.1300482601,,,29.8450596901,,
The Room of Nightmares #1 (from the series Morning of the Magicians),Joachim Koester,35288,"(Danish, born 1962)",(Danish),(1962),(0),(Male),2005,C-print,"Frame: 27 x 31 1/2"" (68.6 x 80 cm)
White and Black,Ellsworth Kelly,3048,"(American, 1923–2015)",(American),(1923),(2015),(Male),1952,Cut-and-pasted paper,"19 x 19 1/2"" (48.2 x 49.5 cm)",General Drawings Fund,108.2000,Drawing,Drawings & Prints,2000-02-03,Y,34008,http://www.moma.org/collection/works/34008,http://www.moma.org/media/W1siZiIsIjMxMDYyMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d3e52ffac3d6634f,,,,48.3,,,49.5,,
London Nomades,John Thomson,5863,"(British, 1837–1921)",(British),(1837),(1921),(Male),1877,Woodburytype,"4 5/16 × 3 3/8"" (10.9 × 8.6 cm)
Untitled from American Abstract Artists,Werner Drewes,1617,"(American, 1899–1985)",(American),(1899),(1985),(Male),1937,One from a portfolio of thirty-one lithographs,"composition: 6 13/16 × 9 9/16"" (17.3 × 24.3 cm); sheet: 9 3/16 × 11 7/8"" (23.3 × 30.2 cm)",Gift of Stephen B. Browne in honor of Byron and Rosalind Browne,480.1986.8,Print,Drawings & Prints,1987-01-15,Y,69835,http://www.moma.org/collection/works/69835,http://www.moma.org/media/W1siZiIsIjIzNzQwMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=403071886292cf60,,,,17.3,,,24.3,,
"Action Stations, Saving is Everybody's War Job",Frederick H. K. Henrion,2596,"(British, 1914–1990)",(British),(1914),(1990),(Male),1939-45,Photolithograph,"29 1/8 x 35 1/2"" (74 x 90.2 cm)",Gift of the artist,71.1945,Design,Architecture & Design,1945-01-03,Y,4930,http://www.moma.org/collection/works/4930,http://www.moma.org/media/W1siZiIsIjEzNjciXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=1b35f139df5988e5,,,,74.0,,,90.2,,
In-text plate (page 17) from INCIDENTES MELODICOS DEL MUNDO IRRACIONAL,Leopoldo Méndez,3923,"(Mexican, 1902–1969)",(Mexican),(1902),(1969),(Male),1944,"Wood engraving, printed in color","irreg. composition  3 5/16 x 4 5/8"" (8.5 x 11.8 cm)",Purchase,595.1949.9,Illustrated Book,Drawings & Prints,1949-09-29,N,19395,,,,,,8.5,,,11.8,,
Healthcare: Your Money or Your Life,"Downtown Community TV Center, Jon Alpert, Keiko Tsuno, Karen Ranucci, Victor Sanchez","34791, 34862, 34866, 35497, 35498","(USA, est. 1972) (American, born 1948) (Japanese, born 1944)",() (American) (Japanese) () (),(1972) (1948) (1944) (0) (0),(0) (0) (0) (0) (0),() (Male) (Female) (Female) (Male),1978,"Video (color, sound)",60 min.,,F920,Video,Film,1979-01-01,N,120546,,,,,,,,,,,3600.0
Sketchbook,Paul Delvaux,1485,"(Belgian, 1897–1994)",(Belgian),(1897),(1994),(Male),(c. 1939-44),Pen and ink and wash on paper,"5 1/8 x 7 1/4"" (13 x 18.4 cm)",Kay Sage Tanguy Fund,1230.1964.50,Drawing,Drawings & Prints,1964-11-10,Y,85675,http://www.moma.org/collection/works/85675,http://www.moma.org/media/W1siZiIsIjMzNzk2NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=dd0d3397a486725b,,,,13.0,,,18.4,,
Bodyform Side Chair,Peter Danko,1378,"(American, born 1949)",(American),(1949),(0),(Male),1980,Molded plywood with maple veneer,"31 7/8 x 21 x 21"" (81 x 53.3 x 53.3 cm), seat h. 17 1/2"" (44.5 cm)",Gift of the designer,240.1986,Design,Architecture & Design,1986-10-07,Y,2972,http://www.moma.org/collection/works/2972,http://www.moma.org/media/W1siZiIsIjIyODk2MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6cb0afc62a9b639a,,53.3401,,81.0,,,53.3401,,
Untitled from Quiet Noise,Dave Muller,28099,"(American, born 1964)",(American),(1964),(0),(Male),2011,One from a portfolio of eight etching and aquatints with chine collé,"plate: 7 3/4 × 5 13/16"" (19.7 × 14.7 cm); sheet: 15 7/16 × 13 5/16"" (39.2 × 33.8 cm)","Acquired through the generosity of John Baldessari, Catie and Donald Marron, and Mary M. and Sash A. Spencer",1687.2015.1,Print,Drawings & Prints,2015-10-27,Y,199786,http://www.moma.org/collection/works/199786,http://www.moma.org/media/W1siZiIsIjM0MzA2MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a4fd027d852e02be,,,,19.7,,,14.7,,
"THE LOVERS, plate IX from THE GOD SEEKERS",Reuven Rubin,5070,"(Israeli, born Romania. 1893–1974)",(Israeli),(1893),(1974),(Male),1920-1923,,"composition  12 15/16 x 11 1/8"" (33 x 28.2 cm)
Manchu Archer,John Thomson,5863,"(British, 1837–1921)",(British),(1837),(1921),(Male),1874,Collotype,"18 9/16 × 13 3/8"" (47.2 × 34 cm)
Table Lamp with Mobile Arm and Clamp (model 32 205),Ettore Sottsass,5536,"(Italian, born Austria. 1917–2007)",(Italian),(1917),(2007),(Male),1972,Die-cast metal and synthetic material,"43 x 6 1/4 x 16"" (109.2 x 15.9 x 40.6 cm)",Gift of the manufacturer,2292.2001,Design,Architecture & Design,2001-09-24,Y,82742,http://www.moma.org/collection/works/82742,,,40.6,,109.2202,,,15.9,,
Plate (folio 4) from WIZARDS & CABALISTS & MYSTICS & MAGICIANS,Thom O'Connor,4353,"(American, born 1937)",(American),(1937),(0),(Male),1966,"Etching, printed in black","plate  7 15/16 x 4 11/16"" (20.2 x 11.9 cm)",John B. Turner Fund,2353.1967.2,Illustrated Book,Drawings & Prints,1967-10-18,N,32646,,,,,,20.2,,,11.9,,
"Transformation of Tour Bois-le-Prêtre, Interior apartments model","Frédéric Druot, Anne Lacaton, Jean Philippe Vassal","38070, 37764, 37765","(French, born 1958) (French, born 1955) (French, born Morocco 1954)",(French) (French) (French),(1958) (1955) (1954),(0) (0) (0),(Male) (Female) (Male),2008,"Acrylic, styrene, printed paper and synthetic polymer paint","9 13/16 x 19 5/16 x 12 5/8"" (25 x 49 x 32 cm)",Gift of The Contemporary Arts Council of The Museum of Modern Art,157.2012.3,Architecture,Architecture & Design,2012-02-09,Y,132823,http://www.moma.org/collection/works/132823,,,32.0,,25.0,,8.0,49.0,,
"Winterferien - doppelte Ferien, Schweiz",Herbert Matter,3843,"(American, born Switzerland. 1907–1984)",(American),(1907),(1984),(Male),1936,Photolithograph,"39 3/4 x 25 1/8"" (101 x 64.1 cm)",Gift of Bernard Davis,169.1950,Design,Architecture & Design,1950-04-24,Y,5455,http://www.moma.org/collection/works/5455,,,,,101.0,,,64.1,,
Mixing Bowl,Unknown Designer,6011,(Nationality unknown),(Nationality unknown),(0),(0),(),1942,Glass,"4 1/4 x 6 3/8"" (10.8 x 16.2 cm)",Purchase,93.1946,Design,Architecture & Design,1946-05-07,Y,2079,http://www.moma.org/collection/works/2079,http://www.moma.org/media/W1siZiIsIjIyODA4NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e48b3f030d11cde3,,,16.1925,10.8,,,,,
Tambourine,"Svetlana Alpers, James Hyde, Barney Kulok","34460, 34464, 34465","(American, born 1936) (American, born 1958) (American, born 1981)",(American) (American) (American),(1936) (1958) (1981),(0) (0) (0),(Female) (Male) (),2007,Pigmented inkjet print,"17 1/2 × 13 1/2"" (44.5 × 34.3 cm)",Acquired through the generosity of Charles Heilbronn,148.2008,Photograph,Photography,2008-02-14,Y,114844,http://www.moma.org/collection/works/114844,http://www.moma.org/media/W1siZiIsIjM4MzYxMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fd0f465709d6e4e3,,,,44.4501,,,34.2901,,
The Nutty Professor storyboards,"John Jensen, Jerry Lewis","74235, 69618","(American, 1924–2003) (American, 1926–2017)",(American) (American),(1924) (1926),(2003) (2017),() (Male),,,"11 × 8 1/2"" (27.9 × 21.6 cm)",Gift of Chris Lewis,819642.173,(not assigned),Film,,N,282829,,,,0.0,,27.9400558801,,,21.5900431801,,
Landscape with Noses,Claes Oldenburg,4397,"(American, born Sweden 1929)",(American),(1929),(0),(Male),1976,Etching,"plate: 6 3/16 x 6 13/16"" (15.7 x 17.3 cm); sheet: 20 3/8 x 15 11/16"" (51.8 x 39.9 cm)",Gift of Mr. and Mrs. Harry Kahn,866.1978,Print,Drawings & Prints,1979-01-23,Y,74515,http://www.moma.org/collection/works/74515,http://www.moma.org/media/W1siZiIsIjIxOTcwOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=db9d1e89536c626e,,,,15.7,,,17.3,,
"Three Asaro Mud Men, New Guinea",Irving Penn,4548,"(American, 1917–2009)",(American),(1917),(2009),(Male),1970,"Platinum/palladium print, printed 1976","20 1/8 × 19 1/2"" (51.2 × 49.5 cm)",Gift of the artist,608.1990,Photograph,Photography,1990-12-13,N,55563,,,,,,51.2,,,49.5,,
Untitled,Norman Zammitt,6540,"(American, born Canada. 1931–2007)",(American),(1931),(2007),(Male),(October 2-18) 1967,"Lithograph, printed in color","irreg composition  12 9/16 x 15 9/16"" (31.9 x 39.6 cm)
VERNISSAGE-COCKTAIL,R. B. Kitaj,3121,"(American, 1932–2007)",(American),(1932),(2007),(Male),(1967),"Serigraph, printed in color","irreg composition  39 1/8 x 27 3/16"" (99.3 x 69.1 cm)
"Hanselmann House, Fort Wayne, Indiana","Michael Graves, Timothy Wood, Peter Waldman, Peter Carl, Robert White, Christopher Chimera","2308, 22731, 22732, 22733, 22734, 22735","(American, 1934–2015)",(American) () () () () (),(1934) (0) (0) (0) (0) (0),(2015) (0) (0) (0) (0) (0),(Male) (Male) (Male) (Male) (Male) (Male),1967–1968,Wood and paint,"4 3/4 x 16 1/2 x 8 1/4"" (12.1 x 41.9 x 21 cm)",Gift of Mr. and Mrs. Robert M. Meltzer,398.1982,Architecture,Architecture & Design,1982-10-27,Y,1021,http://www.moma.org/collection/works/1021,http://www.moma.org/media/W1siZiIsIjIyOTUyMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8ddc67387752ab55,,20.955,,12.065,,,41.9101,,
Title page from CONTES,Henri Laurens,3409,"(French, 1885–1954)",(French),(1885),(1954),(Male),1953,"Woodcut, printed in color","irreg. composition  6 5/16 x 4 5/8"" (16 x 11.7 cm)",The Louis E. Stern Collection,885.1964.2,Illustrated Book,Drawings & Prints,1964-10-06,N,27095,,,,,,16.0,,,11.7,,
Plate (page 34) from Century of the Common Man,Hugo Gellert,2115,"(American, 1892–1985)",(American),(1892),(1985),(Male),1943,One from an illustrated book with nineteen screenprints,"composition: 15 1/2 × 13 1/4"" (39.3 × 33.6 cm); page: 20 × 15 15/16"" (50.8 × 40.5 cm)",Gift of Lincoln Kirstein,8.1947.13,Illustrated Book,Drawings & Prints,1947-03-13,Y,9091,http://www.moma.org/collection/works/9091,http://www.moma.org/media/W1siZiIsIjE5ODMxMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=831c55b063be141e,,,,39.3,,,33.6,,
Plain Fields,Jan Groover,2358,"(American, 1943–2012)",(American),(1943),(2012),(Female),1981,Ten platinum/palladium prints,"18 1/2 × 15 7/8"" (47 × 40.4 cm)",Gift of Howard Stein,423.2011.1-10,Photograph,Photography,2011-05-18,N,59327,,,,,,47.0,,,40.4,,
Drawing for Phytotron: Hydroponic Environment for Plants,Luis Fernando Benedit,469,"(Argentine, 1937–2011)",(Argentine),(1937),(2011),(Male),1972,"Watercolor, pencil, crayon, felt-tip pen, pastel, and pasted paper on colored paper","22 1/8 x 30"" (56.0 x 76.1 cm)",Gift of the artist,439.1972,Drawing,Drawings & Prints,1973-03-06,Y,36903,http://www.moma.org/collection/works/36903,http://www.moma.org/media/W1siZiIsIjM5MzYxNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a51687ad6438ec6e,,,,56.2,,,76.2,,
Au Lion d'Or. 16 rue Volta (enseigne),Eugène Atget,229,"(French, 1857–1927)",(French),(1857),(1927),(Male),1901,Albumen silver print,,Abbott-Levy Collection. Partial gift of Shirley C. Burden,1.1969.4087,Photograph,Photography,1968-03-06,N,42309,,,,,,,,,,,
"Glas aus vier Jahrtausenden, Helmhaus Zürich",Carl Bernhard Graf,2278,"(Swiss, 1926–1968)",(Swiss),(1926),(1968),(Male),1956,Photolithograph,"50 1/4 x 35 1/4"" (127.8 x 89.9 cm)","Gift of the Kunstgewerbe Museum, Zürich",325.1957,Design,Architecture & Design,1957-12-04,Y,6264,http://www.moma.org/collection/works/6264,http://www.moma.org/media/W1siZiIsIjUwNjkiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=8bdbbabebd612919,,,,127.8,,,89.9,,
"United Silk-Weaving Mills Factory Building, Krefeld, Germany (East elevation)",Ludwig Mies van der Rohe,7166,"(American, born Germany. 1886–1969)",(American),(1886),(1969),(Male),1931-1935,Pencil on tracing paper,"22 3/4 × 37 1/2"" (57.8 × 95.3 cm)","Mies van der Rohe Archive, gift of the architect
(b): 10 1/2 × 14"" (26.7 × 35.5 cm)",Gift of Christine Burgin and William Wegman,372.2008.45.a-b,Photograph,Photography,2008-05-15,N,119186,,,,,,45.7,,,60.8,,
Tailpiece (page 46) from DIALOGUES DES COURTISANES,Aristide Maillol,3697,"(French, 1861–1944)",(French),(1861),(1944),(Male),1944-1948,,"irreg. composition  3 3/16 x 7 7/8"" (8.1 x 20 cm)",The Louis E. Stern Collection,908.1964.A19,Illustrated Book,Drawings & Prints,1964-10-06,N,27930,,,,,,8.1,,,20.0,,
Meander No. 5,Julije Knifer,30437,"(Yugoslav, 1924–2004)",(Yugoslav),(1924),(2004),(Male),1960,Oil on canvas,"26 x 34 5/8"" (66 x 88 cm)",Gift of Mr. and Mrs. Walter Hochschild and The Gilman Foundation Fund (both by exchange),737.2013,Painting,Painting & Sculpture,2013-10-07,Y,173188,http://www.moma.org/collection/works/173188,http://www.moma.org/media/W1siZiIsIjI5ODc0NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6fea84b9b7f73807,,0.0,,66.0,,,88.0,,
FAMILY OF ACROBATIC JUGGLERS,Jan Stussy,5712,"(American, 1921–1990)",(American),(1921),(1990),(Male),"(May 11-12, 1970)","Lithograph, printed in black","composition  29 15/16 x 23 15/16"" (76.1 x 60.9 cm)
New Shoes,David Ireland,2823,"(American, born 1930)",(American),(1930),(0),(Male),1987,"Metal and wood table with enamel, concrete, and tan paper","6' 3/4"" x 24"" x 20"" (184.8 x 61 x 50.8 cm)",Gift of Emily and Jerry Spiegel,246.1990.a-d,Sculpture,Painting & Sculpture,1990-05-07,Y,81205,http://www.moma.org/collection/works/81205,http://www.moma.org/media/W1siZiIsIjYzODEwIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=3445d6d2f04d728b,,50.8,,184.8,,,61.0,,
Costume design for the ballet Yankee Clipper,Charles Rain,4791,"(American, 1911–1985)",(American),(1911),(1985),(Male),1937,Tempera and pencil on paper,"14 3/4 x 8 5/8"" (37.4 x 21.9 cm)",Gift of Lincoln Kirstein,290.1942.17,Drawing,Drawings & Prints,1942-01-01,Y,85932,http://www.moma.org/collection/works/85932,http://www.moma.org/media/W1siZiIsIjQzNzgyMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2127c8bdf0e4a09e,,,,37.4,,,21.9,,
sheet  23 7/8 x 32 15/16"" (60.7 x 83.6 cm)",,231.1970,Print,Drawings & Prints,1974-01-10,N,64842,,,,,,60.7,,,83.6,,
Plate V (folio 14) from DIVERSAURIO,Antonio Saura,5181,"(Spanish, 1930–1998)",(Spanish),(1930),(1998),(Male),1962,"Screenprint, printed in color","irreg. composition  25 1/8 x 17 15/16"" (63.8 x 45.6 cm)
"56 Leonard Street, New York, New York","Herzog & de Meuron, Basel",7567,(est. 1978),(Swiss),(1978),(0),(),2006–2008,"Various materials (acrylic, cardboard, foam, plastic, plexiglass, wood)",Dimensions vary,Gift of the Jacques Herzog and Pierre de Meuron Kabinett,802.2018.1-57,Architecture,Architecture & Design,2018-10-15,Y,291071,http://www.moma.org/collection/works/291071,,,,,,,,,,
The Wheel (La Roue) from In the Dream (Dans le rêve),Odilon Redon,4840,"(French, 1840–1916)",(French),(1840),(1916),(Male),1879,One from a portfolio of ten lithographs on chine appliqué,"composition: 9 1/16 x 7 11/16"" (23 x 19.5 cm); sheet: 21 x 14 1/2"" (53.4 x 36.8 cm)",The Sue and Edgar Wachenheim III Endowment,293.2015.3,Print,Drawings & Prints,2015-04-08,Y,192450,http://www.moma.org/collection/works/192450,,,,,23.0,,,19.5,,
"House for Frederick C. Bogk, Milwaukee, Wisconsin",Frank Lloyd Wright,6459,"(American, 1867–1959)",(American),(1867),(1959),(Male),1916,Drawing,"(1 x 1"")","The Frank Lloyd Wright Foundation Archives (The Museum of Modern Art | Avery Architectural & Fine Arts Library, Columbia University, New York)",FLW.DR.1602.011,Frank Lloyd Wright Archive,Architecture & Design,,N,200839,,,,,,,,,,,
"Point d'Ironie, cover",Louise Bourgeois,710,"(American, born France. 1911–2010)",(American),(1911),(2010),(Female),1999,Periodical with 2 photolithographs,"cover: 16 7/8 × 12"" (42.8 × 30.5 cm)",Gift of agnès b. and Hans-Ulrich Obrist,464.1999.1,Illustrated Book,Drawings & Prints,1999-11-18,Y,196766,http://www.moma.org/collection/works/196766,http://www.moma.org/media/W1siZiIsIjI3NDM5NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=cf9baa1acc86c321,,,,42.8,,,30.5,,
"Untitled, plate 7 of 9, from the portfolio, The View from the Bottom of the Well",Louise Bourgeois,710,"(American, born France. 1911–2010)",(American),(1911),(2010),(Female),1996,Drypoint,"plate: 8 9/16 x 6 1/4"" (21.7 x 15.9 cm); sheet: 13 x 10 9/16"" (33 x 26.9 cm)",Gift of the artist,571.1996,Print,Drawings & Prints,1996-11-12,Y,71320,http://www.moma.org/collection/works/71320,http://www.moma.org/media/W1siZiIsIjI2NzM4NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5cda7cb759668065,,,,21.7,,,15.9,,
Assorted Woven Fabric Samples,Anni Albers,96,"(American, born Germany. 1899–1994)",(American),(1899),(1994),(Female),After 1933,"Nylon, wool, and cotton","Each: 1 1/2 x 4 1/2"" (3.8 x 11.4 cm)",Gift of Josef Albers,450.1970.22,Design,Architecture & Design,1970-11-05,N,180185,,,,,,,3.81,,11.43,,
Head of a Girl (Cabeza de niña),Antonio Berni,517,"(Argentine, 1905–1981)",(Argentine),(1905),(1981),(Male),1942,Monotype,"Sheet 18 3/4 x 14 3/4"" (47.6 x 37.6 cm)Comp.  (plate marks indistinct) 10 7/8 x 10"" (27.5 x  25.4 cm)",Inter-American Fund,647.1942,Print,Drawings & Prints,1942-12-29,N,72502,,,,,,27.5,,,25.4,,
sheet  39 9/16 x 27 1/2"" (100.5 x 69.8 cm)",Gift of the artist,1377.1968,Print,Drawings & Prints,1968-10-10,N,76604,,,,,,89.9,,,57.1,,
Holländische Kunstausstellung,Johan Thorn Prikker,4738,"(Dutch, 1932–1968)",(Dutch),(1932),(1968),(Male),1903,Lithograph,"33 5/8 x 47 7/8"" (85.5 x 121.5 cm)","Gift of The Lauder Foundation, Leonard and Evelyn Lauder Fund",361.1984,Design,Architecture & Design,1984-10-30,Y,6521,http://www.moma.org/collection/works/6521,http://www.moma.org/media/W1siZiIsIjU2NjgiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=3001f3aadce46ad6,,,,85.5,,,121.5,,
"Gravestone, Mendocino",Don Worth,6454,"(American, 1924–2009)",(American),(1924),(2009),(Male),1957,Gelatin silver print,"8 7/16 × 6 15/16"" (21.5 × 17.6 cm)",Gift of David H. McAlpin,1926.1968,Photograph,Photography,1968-05-01,Y,58515,http://www.moma.org/collection/works/58515,http://www.moma.org/media/W1siZiIsIjE5NzEyMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5a5aa0d1332bd775,,,,21.5,,,17.6,,
Spectacles,Jean Dubuffet,1633,"(French, 1901–1985)",(French),(1901),(1985),(Male),1961,Lithograph,,Gift of Mr. and Mrs. Ralph F. Colin,629.1966.28,Print,Drawings & Prints,1966-12-06,N,164104,,,,,,,,,,,
Draft C of the first edition of Prospectus. 1988 – 2002. Thirty-one works by Ben Kinmont,Ben Kinmont,41829,"(American, born 1963)",(American),(1963),(0),(Male),2002,laser printout,,Fund for the Twenty-First Century,72.2013.460,Print,Drawings & Prints,2013-02-07,N,169521,,,,,,,,,,,
Plate (page 21) from THÉOGONIE,Georges Braque,744,"(French, 1882–1963)",(French),(1882),(1963),(Male),(Print executed 1932-1955),"Etching, printed in black","plate  11 7/8 x 8 3/4"" (30.1 x 22.2 cm)",The Louis E. Stern Collection,712.1964.6,Illustrated Book,Drawings & Prints,1964-10-06,N,22082,,,,,,30.1,,,22.2,,
sheet  11 3/8 x 8 1/8"" (28.9 x 20.7 cm)",Gift of Jacques Putman,664.1978.7,Illustrated Book,Drawings & Prints,1978-10-17,N,20092,,,,,,22.1,,,14.1,,
Hanging Corridors,Cristina Iglesias,28972,"(Spanish, born 1956)",(Spanish),(1956),(0),(Female),2008,"Portfolio of eight etching, aquatint, and drypoints with digital print and chine collé","plate (each): 6 3/4 × 10 5/16"" (17.2 × 26.2 cm); sheet (each): 14 15/16 × 16 15/16"" (38 × 43.1 cm)","Acquired through the generosity of John Baldessari, Catie and Donald Marron, and Mary M. and Sash A. Spencer",1667.2015.1-8,Print,Drawings & Prints,2015-10-27,Y,195990,http://www.moma.org/collection/works/195990,http://www.moma.org/media/W1siZiIsIjM0MDQwNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0e825efb21698fc5,,,,17.2,,,26.2,,
